Entity,Code,Year,Mean income or expenditure per day
Poland,POL,2012,18.062854276808924
Poland,POL,2013,18.26254901729239
Poland,POL,2014,18.51485742433361
Poland,POL,2015,18.881311840755888
Poland,POL,2016,19.745011772603064
Poland,POL,2017,20.12194896824707
Poland,POL,2018,19.90986392869476
Poland,POL,2019,20.499294694592407
Portugal,PRT,2003,29.86706184831284
Portugal,PRT,2004,30.854955427944848
Portugal,PRT,2005,30.76427383687607
Portugal,PRT,2006,31.31059302599252
Portugal,PRT,2007,31.540647977019933
Portugal,PRT,2008,31.2613451482248
Portugal,PRT,2009,31.9568009613602
Portugal,PRT,2010,31.4071778991343
Portugal,PRT,2011,30.074615859268256
Portugal,PRT,2012,28.31679232395548
Portugal,PRT,2013,28.25016341209103
Portugal,PRT,2014,28.75450192307868
Portugal,PRT,2015,30.269052099114266
Portugal,PRT,2016,31.03973267439719
Portugal,PRT,2017,31.258412474680128
Portugal,PRT,2018,32.989954720594724
Portugal,PRT,2019,35.26192495123064
Romania,ROU,1989,16.861052859013
Romania,ROU,1992,11.162528175564304
Romania,ROU,1994,4.775979823112665
Romania,ROU,1995,9.15940807713108
Romania,ROU,1997,8.39480407030128
Romania,ROU,1998,8.620017259002966
Romania,ROU,1999,5.85128507722346
Romania,ROU,2000,5.645461582965934
Romania,ROU,2001,6.22335337121881
Romania,ROU,2002,6.434473613249535
Romania,ROU,2003,6.829174606141729
Romania,ROU,2004,7.610500450938097
Romania,ROU,2005,8.039208495270602
Romania,ROU,2006,8.215118080371552
Romania,ROU,2007,8.98955584747449
Romania,ROU,2008,10.66380007078828
Romania,ROU,2009,10.845435556687985
Romania,ROU,2010,10.410948696893904
Romania,ROU,2011,10.19571714371727
Romania,ROU,2012,10.394722131566288
Romania,ROU,2013,10.4620644915641
Romania,ROU,2014,11.438276343666908
Romania,ROU,2015,12.340566970052944
Romania,ROU,2016,11.99592098648978
Romania,ROU,2017,17.608608718755104
Romania,ROU,2018,14.344636725964063
Romania,ROU,2019,21.466862201043767
Russia,RUS,1993,14.402224186359533
Russia,RUS,1996,13.706055010918634
Russia,RUS,1997,12.516556857524746
Russia,RUS,1998,11.259145481040743
Russia,RUS,1999,8.969357412763669
Russia,RUS,2000,9.829374094687466
Russia,RUS,2001,11.063906334434495
Russia,RUS,2002,12.259850371507977
Russia,RUS,2003,13.503799585014525
Russia,RUS,2004,14.561733145621291
Russia,RUS,2005,16.015690585065578
Russia,RUS,2006,17.439527476823518
Russia,RUS,2007,20.223498007253585
Russia,RUS,2008,22.377514937564648
Russia,RUS,2009,21.349068849607896
Russia,RUS,2010,22.96392229068815
Russia,RUS,2011,23.86163220619876
Russia,RUS,2012,25.107235595717604
Russia,RUS,2013,25.64601776064316
Russia,RUS,2014,25.181018666329987
Russia,RUS,2015,23.061456778707143
Russia,RUS,2016,22.523245625141843
Russia,RUS,2017,22.56980111899373
Russia,RUS,2018,22.866002028919528
Russia,RUS,2019,23.7168054683854
Russia,RUS,2020,22.53016061835032
Rwanda,RWA,2000,2.112521080642039
Rwanda,RWA,2005,2.73733296524667
Rwanda,RWA,2010,2.910258579452512
Rwanda,RWA,2013,3.102005732213067
Rwanda,RWA,2016,3.086795568975547
Rwanda - rural,,1984,2.336094809098144
Saint Lucia,LCA,1995,3.6599543191705712
Saint Lucia,LCA,2016,20.05330722114429
Samoa,WSM,2002,10.130467930349177
Samoa,WSM,2008,10.775026938519597
Samoa,WSM,2013,10.20471801475556
Sao Tome and Principe,STP,2000,4.157788992473255
Sao Tome and Principe,STP,2010,3.8277443702398255
Sao Tome and Principe,STP,2017,5.461850640931948
Senegal,SEN,1991,2.267872697568275
Senegal,SEN,1994,2.5430067455866983
Senegal,SEN,2001,2.934368136468042
Senegal,SEN,2005,3.3156267876871968
Senegal,SEN,2011,3.3641634975711248
Senegal,SEN,2018,5.964489053451096
Serbia,SRB,2002,16.383299702629802
Serbia,SRB,2003,14.633917435052336
Serbia,SRB,2004,13.689799654776026
Serbia,SRB,2005,14.62673995051403
Serbia,SRB,2006,13.725324484756548
Serbia,SRB,2007,13.85619246552563
Serbia,SRB,2008,14.1126265374164
Serbia,SRB,2009,13.890447873077765
Serbia,SRB,2010,13.446086487844225
Serbia,SRB,2012,14.206493282859306
Serbia,SRB,2013,13.328530005817496
Serbia,SRB,2014,13.112410574929854
Serbia,SRB,2015,15.033198566507776
Serbia,SRB,2016,13.753367735869626
Serbia,SRB,2017,13.836538691910723
Serbia,SRB,2018,16.32361527554107
Serbia,SRB,2019,15.290704072289088
Seychelles,SYC,1999,20.161915469845106
Seychelles,SYC,2006,18.3157658924069
Seychelles,SYC,2013,24.125065645729173
Seychelles,SYC,2018,22.256336840234408
Sierra Leone,SLE,1989,2.125052208703784
Sierra Leone,SLE,2003,2.4680102630243974
Sierra Leone,SLE,2011,3.1890442205799303
Sierra Leone,SLE,2018,3.885886325019997
Slovakia,SVK,1992,15.342223145638638
Slovakia,SVK,1996,15.702264445262202
Slovakia,SVK,2004,13.664740578979924
Slovakia,SVK,2005,15.739476182885594
Slovakia,SVK,2006,17.4139302140563
Slovakia,SVK,2007,17.716351611185228
Slovakia,SVK,2008,18.000027467308207
Slovakia,SVK,2009,16.55905752511792
Slovakia,SVK,2010,23.68541982138163
Slovakia,SVK,2011,24.581226030819455
Slovakia,SVK,2012,22.556124299533003
Slovakia,SVK,2013,23.14532342685389
Slovakia,SVK,2014,22.56739089384896
Slovakia,SVK,2015,23.03981175111015
Slovakia,SVK,2016,23.3041486160743
Slovakia,SVK,2017,24.03745289267693
Slovakia,SVK,2018,25.39571792305176
Slovakia,SVK,2019,26.043639309178538
Slovenia,SVN,1987,38.68897389787889
Slovenia,SVN,1993,23.40825964927373
Slovenia,SVN,1997,26.647986218369475
Slovenia,SVN,1998,26.296173992416065
Slovenia,SVN,1999,26.79157202061327
Slovenia,SVN,2002,27.584207937893943
Slovenia,SVN,2003,27.232476342680883
Slovenia,SVN,2004,33.34924594304796
Slovenia,SVN,2005,34.52492792538014
Slovenia,SVN,2006,35.74491336347921
Slovenia,SVN,2007,37.60946591643953
Slovenia,SVN,2008,38.72907411814931
Slovenia,SVN,2009,38.983010549912656
Slovenia,SVN,2010,39.03746937274515
Slovenia,SVN,2011,38.70411697076965
Slovenia,SVN,2012,37.10659578715533
Slovenia,SVN,2013,36.90782461330548
Slovenia,SVN,2014,37.81600241836939
Slovenia,SVN,2015,37.958147891693926
Slovenia,SVN,2016,39.10127803966622
Slovenia,SVN,2017,40.0176114421424
Slovenia,SVN,2018,42.537229308707694
Slovenia,SVN,2019,43.449783190139925
Solomon Islands,SLB,2005,3.208986949920588
Solomon Islands,SLB,2012,4.024132832481595
Somalia,SOM,2017,1.932211887798504
South Africa,ZAF,1993,7.513056866362889
South Africa,ZAF,2000,6.417807229275766
South Africa,ZAF,2005,9.539622674921478
South Africa,ZAF,2008,12.029985383278838
South Africa,ZAF,2010,12.683934451190876
South Africa,ZAF,2014,11.947530692877017
South Asia,,1990,2.68582833044218
South Asia,,1991,2.702827475853114
South Asia,,1992,2.7599415500270403
South Asia,,1993,2.8028747512728973
South Asia,,1994,2.836613624252305
South Asia,,1995,2.915373411015497
South Asia,,1996,2.971673203455385
South Asia,,2002,3.136542045095766
South Asia,,2003,3.2034908139899043
South Asia,,2004,3.296089217358793
South Asia,,2005,3.386612623082469
South Asia,,2006,3.45418349205086
South Asia,,2007,3.5379383081778597
South Asia,,2008,3.596063457694541
South Asia,,2009,3.656761166681349
South Asia,,2010,3.813805528376824
South Asia,,2011,4.083156477036558
South Asia,,2012,4.204887832574135
South Asia,,2013,4.256189970512309
South Asia,,2014,4.298620804250807
South Asia,,2015,4.360605329971357
South Asia,,2016,4.44168935091689
South Asia,,2017,4.747508186763607
South Asia,,2018,5.033612790016238
South Asia,,2019,5.25295933710518
South Korea,KOR,2006,35.73530232077785
South Korea,KOR,2008,36.929735144361615
South Korea,KOR,2010,37.44063870257973
South Korea,KOR,2012,39.524475183246615
South Korea,KOR,2014,41.45008865061897
South Korea,KOR,2016,43.20898269299252
South Sudan,SSD,2009,4.4447179662167215
South Sudan,SSD,2016,2.150079633502672
Spain,ESP,1980,21.007637029141435
Spain,ESP,1985,20.646706236129887
Spain,ESP,1990,26.671369331483007
Spain,ESP,1995,32.9953213650321
Spain,ESP,2000,40.9186833485154
Spain,ESP,2003,38.436887942136046
Spain,ESP,2004,38.93815054511209
Spain,ESP,2005,39.9383458163701
Spain,ESP,2006,40.306661580435694
Spain,ESP,2007,48.051845939435054
Spain,ESP,2008,48.86146445565642
Spain,ESP,2009,48.80318295350537
Spain,ESP,2010,46.15019965199632
Spain,ESP,2011,44.42337133498281
Spain,ESP,2012,42.32389232123435
Spain,ESP,2013,41.16602737042517
Spain,ESP,2014,41.37686009534365
Spain,ESP,2015,42.56748455991747
Spain,ESP,2016,44.122399405555385
Spain,ESP,2017,44.59995032248784
Spain,ESP,2018,44.85056510452635
Spain,ESP,2019,46.86613490741824
Sri Lanka,LKA,1985,4.359918768456628
Sri Lanka,LKA,1990,4.56928298459582
Sri Lanka,LKA,1995,4.969461759233646
Sri Lanka,LKA,2002,5.83350555499492
Sri Lanka,LKA,2006,6.8615545943950655
Sri Lanka,LKA,2009,6.911454875426548
Sri Lanka,LKA,2012,7.875567784561804
Sri Lanka,LKA,2016,9.070544471085062
Sub-Saharan Africa,,1990,3.595404474435964
Sub-Saharan Africa,,1991,3.48790519487087
Sub-Saharan Africa,,1992,3.349214599200786
Sub-Saharan Africa,,1993,3.170827213464547
Sub-Saharan Africa,,1994,3.1179387865578208
Sub-Saharan Africa,,1995,3.178744058431485
Sub-Saharan Africa,,1996,3.263732356089304
Sub-Saharan Africa,,1997,3.256323137593631
Sub-Saharan Africa,,1998,3.2219704109584506
Sub-Saharan Africa,,1999,3.1739604370938737
Sub-Saharan Africa,,2000,3.152262238276841
Sub-Saharan Africa,,2001,3.162926330364456
Sub-Saharan Africa,,2002,3.228536482605177
Sub-Saharan Africa,,2003,3.2540770356345337
Sub-Saharan Africa,,2004,3.3975597820580665
Sub-Saharan Africa,,2005,3.535049440539079
Sub-Saharan Africa,,2006,3.66467245087709
Sub-Saharan Africa,,2007,3.747296641968257
Sub-Saharan Africa,,2008,3.839900389856425
Sub-Saharan Africa,,2009,3.845607071408761
Sub-Saharan Africa,,2010,3.9790054304309694
Sub-Saharan Africa,,2011,4.031770419092294
Sub-Saharan Africa,,2012,4.054604274319226
Sub-Saharan Africa,,2013,4.110732936573444
Sub-Saharan Africa,,2014,4.178605347750363
Sub-Saharan Africa,,2015,4.170530783717077
Sub-Saharan Africa,,2016,4.190362473896792
Sub-Saharan Africa,,2017,4.24373059585933
Sub-Saharan Africa,,2018,4.312782472522201
Sub-Saharan Africa,,2019,4.35248944416866
Sudan,SDN,2009,4.674115053881278
Sudan,SDN,2014,4.563741865572953
Suriname - urban,,1999,13.081428302195132
Sweden,SWE,1967,18.120917386359704
Sweden,SWE,1975,28.02573318569536
Sweden,SWE,1981,29.34704847688641
Sweden,SWE,1987,31.535291002316296
Sweden,SWE,1992,37.35466703977988
Sweden,SWE,1995,35.247053555310295
Sweden,SWE,2000,40.50997438182873
Sweden,SWE,2003,39.91419901463722
Sweden,SWE,2004,40.97629282965213
Sweden,SWE,2005,41.382911370044376
Sweden,SWE,2006,43.846262461733325
Sweden,SWE,2007,46.47435380008057
Sweden,SWE,2008,48.01049079277151
Sweden,SWE,2009,48.31235077049759
Sweden,SWE,2010,49.06203704147914
Sweden,SWE,2011,49.572586233555015
Sweden,SWE,2012,50.734733532255206
Sweden,SWE,2013,52.06020369458841
Sweden,SWE,2014,53.293903627235046
Sweden,SWE,2015,55.13656715220199
Sweden,SWE,2016,56.00129078295879
Sweden,SWE,2017,55.964647423152535
Sweden,SWE,2018,56.586640693885904
Sweden,SWE,2019,57.70122441874597
Switzerland,CHE,1982,73.21123024201454
Switzerland,CHE,1992,69.45505386268765
Switzerland,CHE,2000,68.67380531877205
Switzerland,CHE,2002,70.95937819157446
Switzerland,CHE,2006,71.86779780804017
Switzerland,CHE,2007,73.74802800508319
Switzerland,CHE,2008,74.26698340039782
Switzerland,CHE,2009,73.9532861456099
Switzerland,CHE,2010,74.23219827392823
Switzerland,CHE,2011,75.28656188359719
Switzerland,CHE,2012,77.14793114861118
Switzerland,CHE,2013,76.78760508884969
Switzerland,CHE,2014,77.71382404570424
Switzerland,CHE,2015,77.35655214450142
Switzerland,CHE,2016,78.75465531160671
Switzerland,CHE,2017,78.50205101551283
Switzerland,CHE,2018,77.10288515289953
Syria,SYR,1996,7.390194940455536
Syria,SYR,2003,9.303087767371071
Taiwan,TWN,1981,16.562908693326538
Taiwan,TWN,1986,22.06217059756038
Taiwan,TWN,1991,36.5814317492014
Taiwan,TWN,1995,42.66105430614792
Taiwan,TWN,1997,45.16198646126153
Taiwan,TWN,2000,47.895953390966696
Taiwan,TWN,2005,47.98935331225596
Taiwan,TWN,2007,45.377017434233885
Taiwan,TWN,2010,42.16812776885215
Taiwan,TWN,2013,42.8755604227418
Taiwan,TWN,2016,46.00560305769147
Tajikistan,TJK,1999,2.1294863853699497
Tajikistan,TJK,2003,3.1423593425054497
Tajikistan,TJK,2004,4.162089365346449
Tajikistan,TJK,2007,4.724600288738303
Tajikistan,TJK,2009,5.566657522141038
Tajikistan,TJK,2015,6.518495336253049
Tanzania,TZA,1991,2.0146690867466384
Tanzania,TZA,2000,1.4235555980511505
Tanzania,TZA,2007,2.6591426574961217
Tanzania,TZA,2011,3.114370343976435
Tanzania,TZA,2018,3.2947499419190533
Thailand,THA,1981,5.658115342292352
Thailand,THA,1988,5.914111268913935
Thailand,THA,1990,6.613304573406539
Thailand,THA,1992,7.960513163639965
Thailand,THA,1994,8.369532593428419
Thailand,THA,1996,9.08800490525768
Thailand,THA,1998,9.086131620270995
Thailand,THA,1999,8.683802283676638
Thailand,THA,2000,8.566592840667957
Thailand,THA,2002,9.684543113675668
Thailand,THA,2004,10.929815938999193
Thailand,THA,2006,12.251189487758362
Thailand,THA,2007,12.206770875133584
Thailand,THA,2008,12.900279930892324
Thailand,THA,2009,13.342325164040975
Thailand,THA,2010,13.767732134199695
Thailand,THA,2011,13.974326798936811
Thailand,THA,2012,15.064870548987075
Thailand,THA,2013,15.304193565772987
Thailand,THA,2014,15.27769050388741
Thailand,THA,2015,15.991343862302909
Thailand,THA,2016,16.005253032741308
Thailand,THA,2017,16.253339277098988
Thailand,THA,2018,15.99203043851838
Thailand,THA,2019,16.04333635926355
Thailand,THA,2020,16.388569968166685
Timor,TLS,2001,4.321377461760038
Timor,TLS,2007,3.7991689711548537
Timor,TLS,2014,4.653626874418889
Togo,TGO,2006,2.539533988548153
Togo,TGO,2011,2.662241103158284
Togo,TGO,2015,2.728987898410182
Togo,TGO,2018,4.531642502651377
Tonga,TON,2000,11.338632110740878
Tonga,TON,2009,10.589045291862996
Tonga,TON,2015,10.978487339234809
Trinidad and Tobago,TTO,1988,18.759099258676244
Trinidad and Tobago,TTO,1992,13.16319254883331
Tunisia,TUN,1985,6.98925194716893
Tunisia,TUN,1990,7.517815972222527
Tunisia,TUN,1995,7.6596501144338065
Tunisia,TUN,2000,9.062096162830032
Tunisia,TUN,2005,9.981020292555495
Tunisia,TUN,2010,11.659964116656008
Tunisia,TUN,2015,13.775789851412238
Turkey,TUR,1987,10.770423511575308
Turkey,TUR,1994,10.539348385312827
Turkey,TUR,2002,11.408101241251853
Turkey,TUR,2003,10.844959978921125
Turkey,TUR,2004,13.327562137610308
Turkey,TUR,2005,14.167987184666645
Turkey,TUR,2006,14.237840929301289
Turkey,TUR,2007,15.012500008327509
Turkey,TUR,2008,16.608338227864483
Turkey,TUR,2009,16.434209114314235
Turkey,TUR,2010,16.712503919809734
Turkey,TUR,2011,18.28219669590327
Turkey,TUR,2012,18.98791785995232
Turkey,TUR,2013,19.759833074877424
Turkey,TUR,2014,20.6372968099838
Turkey,TUR,2015,20.67530603051817
Turkey,TUR,2016,21.681539697956943
Turkey,TUR,2017,22.078205059839355
Turkey,TUR,2018,22.545924721260636
Turkey,TUR,2019,22.202901920505354
Turkmenistan,TKM,1998,3.334394785409493
Tuvalu,TUV,2010,8.368611884201709
Uganda,UGA,1989,2.520605846259609
Uganda,UGA,1992,2.278355998069084
Uganda,UGA,1996,2.277116380453617
Uganda,UGA,1999,2.223205714727152
Uganda,UGA,2002,2.442537479291444
Uganda,UGA,2005,2.718639091457172
Uganda,UGA,2009,3.375851762397328
Uganda,UGA,2012,3.684333411598872
Uganda,UGA,2016,3.543682239532221
Uganda,UGA,2019,3.5151082433859244
Ukraine,UKR,1992,7.172664952634508
Ukraine,UKR,1993,7.212834026854622
Ukraine,UKR,1995,7.546886081735758
Ukraine,UKR,1996,6.3072641741035325
Ukraine,UKR,1999,4.486710931117538
Ukraine,UKR,2002,6.815588649655141
Ukraine,UKR,2003,7.630714022441636
Ukraine,UKR,2004,8.542662690544807
Ukraine,UKR,2005,10.136439371683212
Ukraine,UKR,2006,10.973012487335726
Ukraine,UKR,2007,10.431300936687617
Ukraine,UKR,2008,11.94363470036926
Ukraine,UKR,2009,11.064781982315631
Ukraine,UKR,2010,11.80262402307099
Ukraine,UKR,2011,12.262778887328352
Ukraine,UKR,2012,12.772745146602904
Ukraine,UKR,2013,13.491663669810224
Ukraine,UKR,2014,12.981751626006591
Ukraine,UKR,2015,11.701229757476908
Ukraine,UKR,2016,11.858196488933777
Ukraine,UKR,2017,12.9989671391223
Ukraine,UKR,2018,13.589136785886696
Ukraine,UKR,2019,14.921345191716672
Ukraine,UKR,2020,14.315956929974844
United Arab Emirates,ARE,2013,72.45095059139214
United Kingdom,GBR,1969,17.718817455628063
United Kingdom,GBR,1974,24.656815365737465
United Kingdom,GBR,1979,26.039300809886704
United Kingdom,GBR,1986,28.470271951881248
United Kingdom,GBR,1991,34.68688471731
United Kingdom,GBR,1994,38.65419125209053
United Kingdom,GBR,1995,38.73472526181084
United Kingdom,GBR,1996,40.25667154503971
United Kingdom,GBR,1997,41.70548820245317
United Kingdom,GBR,1998,43.96361283170929
United Kingdom,GBR,1999,45.02408556202858
United Kingdom,GBR,2000,50.67638741547413
United Kingdom,GBR,2001,51.26130204506919
United Kingdom,GBR,2002,49.61958262649628
United Kingdom,GBR,2003,50.595325331317895
United Kingdom,GBR,2004,48.78342450265885
United Kingdom,GBR,2005,48.273905015072096
United Kingdom,GBR,2006,51.7362979670153
United Kingdom,GBR,2007,54.13437421427051
United Kingdom,GBR,2008,49.823581212840764
United Kingdom,GBR,2009,49.76090734196492
United Kingdom,GBR,2010,49.73434795262454
United Kingdom,GBR,2011,48.61115083913452
United Kingdom,GBR,2012,47.92212050383835
United Kingdom,GBR,2013,49.54374484804835
United Kingdom,GBR,2014,50.78377248001056
United Kingdom,GBR,2015,50.55452235792622
United Kingdom,GBR,2016,54.74601369463796
United Kingdom,GBR,2017,54.75618594218073
United States,USA,1974,49.15481121683864
United States,USA,1979,53.22214271187252
United States,USA,1986,56.92988535257404
United States,USA,1991,58.24185078637592
United States,USA,1992,58.25737227004737
United States,USA,1993,59.461177363379214
United States,USA,1994,60.5050630540035
United States,USA,1995,61.42307513115345
United States,USA,1996,62.403832711978346
United States,USA,1997,64.22597681376698
United States,USA,1998,65.98776151009193
United States,USA,1999,67.5422791657497
United States,USA,2000,68.31815617858383
United States,USA,2001,68.30009454941109
United States,USA,2002,68.46806024759937
United States,USA,2003,69.50712291788918
United States,USA,2004,69.18547222194435
United States,USA,2005,70.63839830619331
United States,USA,2006,71.83583313480771
United States,USA,2007,71.34737894742331
United States,USA,2008,69.4207267998659
United States,USA,2009,70.32472338171976
United States,USA,2010,68.57990912398989
United States,USA,2011,69.40685497188477
United States,USA,2012,69.66227676928497
United States,USA,2013,69.2317603072497
United States,USA,2014,69.65698144119112
United States,USA,2015,72.29065559846777
United States,USA,2016,75.6298730773183
United States,USA,2017,76.57571751539324
United States,USA,2018,80.58568808274435
United States,USA,2019,85.87472716838614
Uruguay,URY,2006,18.90215738670653
Uruguay,URY,2007,20.61738695417095
Uruguay,URY,2008,22.637148388605794
Uruguay,URY,2009,24.285551120254837
Uruguay,URY,2010,24.381974773590304
Uruguay,URY,2011,26.23143828806593
Uruguay,URY,2012,26.210944293129213
Uruguay,URY,2013,27.271982400538405
Uruguay,URY,2014,28.78466130817391
Uruguay,URY,2015,29.201385897743965
Uruguay,URY,2016,28.65986639580405
Uruguay,URY,2017,29.76137487727384
Uruguay,URY,2018,29.275401673315635
Uruguay,URY,2019,28.779291376213404
Uruguay,URY,2020,26.653744404836942
Uruguay - urban,,1981,20.39517819413492
Uruguay - urban,,1989,21.615774947971484
Uruguay - urban,,1992,22.898114220080256
Uruguay - urban,,1995,23.28852856192412
Uruguay - urban,,1996,22.58939742251998
Uruguay - urban,,1997,22.719001239760217
Uruguay - urban,,1998,24.308404662797923
Uruguay - urban,,2000,23.37978080743491
Uruguay - urban,,2001,23.55563963577894
Uruguay - urban,,2002,21.00875367586729
Uruguay - urban,,2003,17.462183104976734
Uruguay - urban,,2004,17.704820813802463
Uruguay - urban,,2005,18.21198856672702
Uzbekistan,UZB,1998,2.3933358817729093
Uzbekistan,UZB,2000,1.5514203704580398
Uzbekistan,UZB,2002,1.647323590283862
Uzbekistan,UZB,2003,1.5658518196566409
Vanuatu,VUT,2010,5.296341190926353
Vanuatu,VUT,2019,5.427668419829615
Venezuela,VEN,1981,16.59721340845707
Venezuela,VEN,1987,14.728352159297335
Venezuela,VEN,1989,13.27444910520816
Venezuela,VEN,1992,12.20677198795491
Venezuela,VEN,1995,9.785224641462296
Venezuela,VEN,1998,10.331757020046462
Venezuela,VEN,1999,9.32216126727456
Venezuela,VEN,2001,9.81864745042252
Venezuela,VEN,2002,8.087047591666806
Venezuela,VEN,2003,6.849843254551105
Venezuela,VEN,2004,7.672560590084361
Venezuela,VEN,2005,9.610649128591064
Venezuela,VEN,2006,11.777481256605816
Vietnam,VNM,1992,3.029425816835944
Vietnam,VNM,1997,3.966856076448354
Vietnam,VNM,2002,3.83761723583298
Vietnam,VNM,2004,4.526308602815165
Vietnam,VNM,2006,5.053987756998398
Vietnam,VNM,2008,5.458042714488738
Vietnam,VNM,2010,9.624413781328736
Vietnam,VNM,2012,9.897621436840716
Vietnam,VNM,2014,10.477526832794224
Vietnam,VNM,2016,12.09947237183972
Vietnam,VNM,2018,13.460409951278962
World,OWID_WRL,1990,11.702191667596605
World,OWID_WRL,1991,11.575814211335295
World,OWID_WRL,1992,11.470362549647712
World,OWID_WRL,1993,11.448158291734346
World,OWID_WRL,1994,11.582876102533366
World,OWID_WRL,1995,11.786762705657983
World,OWID_WRL,1996,11.904595187416753
World,OWID_WRL,1997,12.06074730879652
World,OWID_WRL,1998,12.21393146099518
World,OWID_WRL,1999,12.282605935858289
World,OWID_WRL,2000,12.60176326818639
World,OWID_WRL,2001,12.829332254597494
World,OWID_WRL,2002,12.978541502588532
World,OWID_WRL,2003,13.15655980156335
World,OWID_WRL,2004,13.441109964113677
World,OWID_WRL,2005,13.80729973958165
World,OWID_WRL,2006,14.190963611229076
World,OWID_WRL,2007,14.706367699361715
World,OWID_WRL,2008,14.79621301502642
World,OWID_WRL,2009,14.9090306637681
World,OWID_WRL,2010,15.182656425133988
World,OWID_WRL,2011,15.435087759720888
World,OWID_WRL,2012,15.621872554607217
World,OWID_WRL,2013,15.903953877206671
World,OWID_WRL,2014,16.100644613622546
World,OWID_WRL,2015,16.387679646368255
World,OWID_WRL,2016,16.805338416258486
World,OWID_WRL,2017,17.148087170063356
World,OWID_WRL,2018,17.64085613949807
World,OWID_WRL,2019,18.16471147150997
Yemen,YEM,1998,6.264340844940443
Yemen,YEM,2005,5.205421759577971
Yemen,YEM,2014,4.488544540152665
Zambia,ZMB,1991,3.096850167184692
Zambia,ZMB,1993,2.798628753976752
Zambia,ZMB,1996,3.619054134059232
Zambia,ZMB,1998,3.5836530902428514
Zambia,ZMB,2002,2.73254085053318
Zambia,ZMB,2004,2.9104023445746354
Zambia,ZMB,2006,2.679666106755461
Zambia,ZMB,2010,2.607177549400485
Zambia,ZMB,2015,3.0122740327731043
Zimbabwe,ZWE,2011,5.459878031954673
Zimbabwe,ZWE,2017,4.409204787800059
Zimbabwe,ZWE,2019,4.500191626924349