Entity,Code,Year,60% of median - share of population below poverty line
Albania,ALB,1996,14.8025142
Albania,ALB,2002,16.02055356
Albania,ALB,2005,16.67577033
Albania,ALB,2008,14.13715421
Albania,ALB,2012,14.84282292
Albania,ALB,2014,22.21602388
Albania,ALB,2015,18.76418998
Albania,ALB,2016,20.06597024
Albania,ALB,2017,19.17304681
Albania,ALB,2018,18.66027629
Albania,ALB,2019,16.57650596
Algeria,DZA,1988,20.97476711
Algeria,DZA,1995,21.6365332
Algeria,DZA,2011,13.21536621
Angola,AGO,2000,28.83104912
Angola,AGO,2008,24.76062915
Angola,AGO,2018,29.14511599
Argentina - urban,,1980,25.90813965
Argentina - urban,,1986,24.59991056
Argentina - urban,,1987,25.69625869
Argentina - urban,,1991,23.70645516
Argentina - urban,,1992,25.75061451
Argentina - urban,,1993,26.13367451
Argentina - urban,,1994,26.59362094
Argentina - urban,,1995,28.02906786
Argentina - urban,,1996,28.52715306
Argentina - urban,,1997,28.98664354
Argentina - urban,,1998,28.94319403
Argentina - urban,,1999,29.40494941
Argentina - urban,,2000,31.20260014
Argentina - urban,,2001,31.07726443
Argentina - urban,,2002,31.27049755
Argentina - urban,,2003,30.01920556
Argentina - urban,,2004,30.35851159
Argentina - urban,,2005,29.55122974
Argentina - urban,,2006,29.09093726
Argentina - urban,,2007,29.28424756
Argentina - urban,,2008,28.30595151
Argentina - urban,,2009,28.2129366
Argentina - urban,,2010,28.35128697
Argentina - urban,,2011,27.34748415
Argentina - urban,,2012,26.70304792
Argentina - urban,,2013,27.12826228
Argentina - urban,,2014,26.69873824
Argentina - urban,,2016,27.17548153
Argentina - urban,,2017,26.43664106
Argentina - urban,,2018,26.80652042
Argentina - urban,,2019,27.49509636
Argentina - urban,,2020,28.30217482
Armenia,ARM,1996,24.02863281
Armenia,ARM,1999,15.9973703
Armenia,ARM,2001,15.8594868
Armenia,ARM,2002,14.22980589
Armenia,ARM,2003,13.32154742
Armenia,ARM,2004,14.42051354
Armenia,ARM,2005,13.24608322
Armenia,ARM,2006,13.91430919
Armenia,ARM,2007,15.95141703
Armenia,ARM,2008,12.98248665
Armenia,ARM,2009,12.68796351
Armenia,ARM,2010,12.56591339
Armenia,ARM,2011,13.66713048
Armenia,ARM,2012,13.48056263
Armenia,ARM,2013,15.12747949
Armenia,ARM,2014,16.28045263
Armenia,ARM,2015,16.3000151
Armenia,ARM,2016,20.3039623
Armenia,ARM,2017,13.61630671
Armenia,ARM,2018,13.94358026
Armenia,ARM,2019,13.65242
Armenia,ARM,2020,9.641802942
Australia,AUS,1981,15.98841022
Australia,AUS,1985,16.33676017
Australia,AUS,1989,17.49428259
Australia,AUS,1995,16.99987374
Australia,AUS,2001,17.4973179
Australia,AUS,2003,17.24681611
Australia,AUS,2004,17.23062309
Australia,AUS,2008,18.33528701
Australia,AUS,2010,18.00035064
Australia,AUS,2014,16.74688893
Australia,AUS,2016,17.47985751
Australia,AUS,2018,17.22199066
Austria,AUT,1987,11.22377034
Austria,AUT,1994,15.9945232
Austria,AUT,1995,19.74777881
Austria,AUT,1997,16.47284614
Austria,AUT,2000,14.49724848
Austria,AUT,2003,14.93945221
Austria,AUT,2004,15.36111031
Austria,AUT,2005,14.71253641
Austria,AUT,2006,14.61934234
Austria,AUT,2007,17.31913871
Austria,AUT,2008,17.21534785
Austria,AUT,2009,17.54959574
Austria,AUT,2010,17.17846191
Austria,AUT,2011,17.39866726
Austria,AUT,2012,16.66326686
Austria,AUT,2013,15.8942319
Austria,AUT,2014,17.32020169
Austria,AUT,2015,18.14284631
Austria,AUT,2016,17.39610617
Austria,AUT,2017,17.43443916
Austria,AUT,2018,17.54940497
Austria,AUT,2019,16.5416394
Azerbaijan,AZE,1995,19.71862346
Azerbaijan,AZE,2001,16.64858786
Azerbaijan,AZE,2002,5.872973407
Azerbaijan,AZE,2003,8.834081653
Azerbaijan,AZE,2004,5.834421083
Azerbaijan,AZE,2005,5.172372994
Bangladesh,BGD,1983,12.27561279
Bangladesh,BGD,1988,13.36182129
Bangladesh,BGD,1991,11.93478477
Bangladesh,BGD,1995,11.54903874
Bangladesh,BGD,2000,11.98720136
Bangladesh,BGD,2005,11.90063027
Bangladesh,BGD,2010,12.25065574
Bangladesh,BGD,2016,13.42760827
Belarus,BLR,1993,10.16421875
Belarus,BLR,1995,16.58383301
Belarus,BLR,1998,17.18210502
Belarus,BLR,1999,19.13429856
Belarus,BLR,2000,18.02369795
Belarus,BLR,2001,16.89041187
Belarus,BLR,2002,17.20127813
Belarus,BLR,2003,16.20011091
Belarus,BLR,2004,13.57315561
Belarus,BLR,2005,15.68591162
Belarus,BLR,2006,16.09874081
Belarus,BLR,2007,15.78453939
Belarus,BLR,2008,14.90202191
Belarus,BLR,2009,14.81309013
Belarus,BLR,2010,14.97473826
Belarus,BLR,2011,14.44043073
Belarus,BLR,2012,13.54544301
Belarus,BLR,2013,12.37036032
Belarus,BLR,2014,13.67392756
Belarus,BLR,2015,12.73727386
Belarus,BLR,2016,11.52582566
Belarus,BLR,2017,11.49727913
Belarus,BLR,2018,10.59147661
Belarus,BLR,2019,10.91030598
Belarus,BLR,2020,10.48724336
Belgium,BEL,1985,13.2376221
Belgium,BEL,1988,12.74841375
Belgium,BEL,1992,12.24110221
Belgium,BEL,1995,14.97505807
Belgium,BEL,1997,12.99702621
Belgium,BEL,2000,12.92788491
Belgium,BEL,2003,15.83040724
Belgium,BEL,2004,15.47634988
Belgium,BEL,2005,14.32119515
Belgium,BEL,2006,15.02126019
Belgium,BEL,2007,15.0065755
Belgium,BEL,2008,14.99172397
Belgium,BEL,2009,14.9754016
Belgium,BEL,2010,15.06141152
Belgium,BEL,2011,16.16098801
Belgium,BEL,2012,15.35569421
Belgium,BEL,2013,15.69525209
Belgium,BEL,2014,16.31365435
Belgium,BEL,2015,16.81391836
Belgium,BEL,2016,16.2934439
Belgium,BEL,2017,15.37574253
Belgium,BEL,2018,15.24334441
Belgium,BEL,2019,14.33834031
Belize,BLZ,1993,26.84154582
Belize,BLZ,1994,24.47736586
Belize,BLZ,1995,34.75378439
Belize,BLZ,1996,25.09717477
Belize,BLZ,1997,28.36999762
Belize,BLZ,1998,27.72240993
Belize,BLZ,1999,27.11115059
Benin,BEN,2003,18.62206953
Benin,BEN,2011,19.36438625
Benin,BEN,2015,24.38102526
Benin,BEN,2018,18.95257279
Bhutan,BTN,2003,21.44020553
Bhutan,BTN,2007,21.34974022
Bhutan,BTN,2012,20.15953717
Bhutan,BTN,2017,21.88396202
Bolivia,BOL,1997,30.97943992
Bolivia,BOL,1999,34.63632424
Bolivia,BOL,2000,34.29903558
Bolivia,BOL,2001,31.51767984
Bolivia,BOL,2002,32.05565964
Bolivia,BOL,2004,27.99486177
Bolivia,BOL,2005,30.95774516
Bolivia,BOL,2006,31.19966166
Bolivia,BOL,2007,31.77093908
Bolivia,BOL,2008,28.71190771
Bolivia,BOL,2009,28.83651686
Bolivia,BOL,2011,27.17703555
Bolivia,BOL,2012,28.52040671
Bolivia,BOL,2013,28.57270942
Bolivia,BOL,2014,27.58425785
Bolivia,BOL,2015,27.77533738
Bolivia,BOL,2016,27.74094342
Bolivia,BOL,2017,27.89962389
Bolivia,BOL,2018,26.01617026
Bolivia,BOL,2019,23.88365123
Bolivia,BOL,2020,24.00121625
Bolivia - urban,,1990,25.38900814
Bolivia - urban,,1992,24.37121361
Bosnia and Herzegovina,BIH,2001,13.86699937
Bosnia and Herzegovina,BIH,2004,18.38299882
Bosnia and Herzegovina,BIH,2007,18.89613079
Bosnia and Herzegovina,BIH,2011,19.07970341
Botswana,BWA,1985,29.73027236
Botswana,BWA,1993,29.76479004
Botswana,BWA,2002,30.02182199
Botswana,BWA,2009,30.06480903
Botswana,BWA,2015,27.66923263
Brazil,BRA,1981,30.67420193
Brazil,BRA,1982,31.0961569
Brazil,BRA,1983,30.9985436
Brazil,BRA,1984,30.35431489
Brazil,BRA,1985,30.52911715
Brazil,BRA,1986,30.44068523
Brazil,BRA,1987,31.51051747
Brazil,BRA,1988,32.06289872
Brazil,BRA,1989,31.87955087
Brazil,BRA,1990,32.12226195
Brazil,BRA,1992,31.30974584
Brazil,BRA,1993,30.78834872
Brazil,BRA,1995,30.93254717
Brazil,BRA,1996,31.63788174
Brazil,BRA,1997,31.70061846
Brazil,BRA,1998,31.3431261
Brazil,BRA,1999,31.31563649
Brazil,BRA,2001,31.33186167
Brazil,BRA,2002,31.01060231
Brazil,BRA,2003,30.9934006
Brazil,BRA,2004,30.4944538
Brazil,BRA,2005,30.41607449
Brazil,BRA,2006,29.80313992
Brazil,BRA,2007,30.27951206
Brazil,BRA,2008,29.30897704
Brazil,BRA,2009,29.39277026
Brazil,BRA,2011,29.00136532
Brazil,BRA,2012,29.28862011
Brazil,BRA,2013,28.55536188
Brazil,BRA,2014,28.40587905
Brazil,BRA,2015,28.37258325
Brazil,BRA,2016,29.03126943
Brazil,BRA,2017,29.40800909
Brazil,BRA,2018,29.47858564
Brazil,BRA,2019,29.82175799
Brazil,BRA,2020,24.36284253
Bulgaria,BGR,1989,10.42051514
Bulgaria,BGR,1992,17.08191427
Bulgaria,BGR,1994,10.27406006
Bulgaria,BGR,1995,15.83850932
Bulgaria,BGR,1997,9.920126953
Bulgaria,BGR,2001,19.18487733
Bulgaria,BGR,2003,13.94466213
Bulgaria,BGR,2006,21.08918276
Bulgaria,BGR,2007,15.58303317
Bulgaria,BGR,2008,18.86493427
Bulgaria,BGR,2009,19.98032081
Bulgaria,BGR,2010,21.23453657
Bulgaria,BGR,2011,19.89689455
Bulgaria,BGR,2012,20.32892807
Bulgaria,BGR,2013,20.85999207
Bulgaria,BGR,2014,20.56796906
Bulgaria,BGR,2015,21.42150376
Bulgaria,BGR,2016,21.45431882
Bulgaria,BGR,2017,20.64419293
Bulgaria,BGR,2018,19.92854825
Bulgaria,BGR,2019,20.63423247
Burkina Faso,BFA,1994,19.27079675
Burkina Faso,BFA,1998,20.14749417
Burkina Faso,BFA,2003,20.016822
Burkina Faso,BFA,2009,18.87465623
Burkina Faso,BFA,2014,12.1449675
Burkina Faso,BFA,2018,20.48312615
Burundi,BDI,1992,17.92633789
Burundi,BDI,1998,24.06615165
Burundi,BDI,2006,10.40458195
Burundi,BDI,2013,18.55537246
Cameroon,CMR,1996,17.03082808
Cameroon,CMR,2001,21.36085533
Cameroon,CMR,2007,23.8813505
Cameroon,CMR,2014,28.73445022
Canada,CAN,1971,22.24887869
Canada,CAN,1975,19.24621865
Canada,CAN,1981,18.24745017
Canada,CAN,1987,17.72405479
Canada,CAN,1991,17.49760564
Canada,CAN,1994,17.99819813
Canada,CAN,1997,19.24208573
Canada,CAN,1998,19.49685253
Canada,CAN,2000,19.4854997
Canada,CAN,2004,19.99593723
Canada,CAN,2007,18.99782654
Canada,CAN,2010,19.74723521
Canada,CAN,2012,20.99024924
Canada,CAN,2013,20.7428433
Canada,CAN,2014,19.74943749
Canada,CAN,2015,20.24783569
Canada,CAN,2016,19.74910699
Canada,CAN,2017,20.23830472
Cape Verde,CPV,2001,26.90407851
Cape Verde,CPV,2007,25.09981303
Cape Verde,CPV,2015,23.82349632
Central African Republic,CAF,1992,34.2094801
Central African Republic,CAF,2008,28.07917899
Chad,TCD,2003,21.43216579
Chad,TCD,2011,26.74566397
Chad,TCD,2018,19.14930706
Chile,CHL,1987,27.53050209
Chile,CHL,1990,27.19635084
Chile,CHL,1992,25.67715308
Chile,CHL,1994,27.31587934
Chile,CHL,1996,26.81430863
Chile,CHL,1998,27.24202724
Chile,CHL,2000,26.42341
Chile,CHL,2003,26.35098706
Chile,CHL,2006,23.43028956
Chile,CHL,2009,22.34031847
Chile,CHL,2011,21.99078348
Chile,CHL,2013,21.52007347
Chile,CHL,2015,21.10390227
Chile,CHL,2017,20.92983953
Chile,CHL,2020,21.57841667
China,CHN,1981,15.74228761
China,CHN,1984,15.90823614
China,CHN,1987,18.20995038
China,CHN,1990,16.14326658
China,CHN,1993,16.79184874
China,CHN,1996,19.62781282
China,CHN,1999,22.20278399
China,CHN,2002,25.10764375
China,CHN,2005,23.72708274
China,CHN,2008,26.38942476
China,CHN,2010,26.82602939
China,CHN,2011,25.44176952
China,CHN,2012,25.694247
China,CHN,2013,22.78160153
China,CHN,2014,22.77830377
China,CHN,2015,22.27596221
China,CHN,2016,22.21051385
China,CHN,2017,22.74222022
China,CHN,2018,22.28885601
China,CHN,2019,21.59268433
China - rural,,1981,13.3496167
China - rural,,1984,14.03278614
China - rural,,1987,16.90045401
China - rural,,1990,14.04527832
China - rural,,1993,14.04872205
China - rural,,1996,16.87914243
China - rural,,1999,18.5121582
China - rural,,2002,19.62928517
China - rural,,2005,19.56175293
China - rural,,2008,21.29480469
China - rural,,2010,21.19716797
China - rural,,2011,20.83103027
China - rural,,2012,21.66094238
China - rural,,2013,18.90270508
China - rural,,2014,19.07356934
China - rural,,2015,18.48774902
China - rural,,2016,18.41452148
China - rural,,2017,18.62199951
China - rural,,2018,18.40231689
China - rural,,2019,17.04760742
China - urban,,1981,6.161113281
China - urban,,1984,4.891835938
China - urban,,1987,7.894165039
China - urban,,1990,13.26418457
China - urban,,1993,14.80196289
China - urban,,1996,15.58305664
China - urban,,1999,18.02397461
China - urban,,2002,18.43893066
China - urban,,2005,19.34207031
China - urban,,2008,19.39088867
China - urban,,2010,19.73261719
China - urban,,2011,19.51293457
China - urban,,2012,19.70820801
China - urban,,2013,21.91723877
China - urban,,2014,22.34439941
China - urban,,2015,21.90503418
China - urban,,2016,21.95385254
China - urban,,2017,22.56408203
China - urban,,2018,22.45641963
China - urban,,2019,22.61290039
Colombia,COL,1992,26.58508087
Colombia,COL,1996,28.7277488
Colombia,COL,1999,30.1224241
Colombia,COL,2000,27.90937694
Colombia,COL,2001,27.8843577
Colombia,COL,2002,27.86380261
Colombia,COL,2003,27.55484773
Colombia,COL,2004,26.80765155
Colombia,COL,2005,27.04527058
Colombia,COL,2008,29.62362458
Colombia,COL,2009,28.72060552
Colombia,COL,2010,28.5115593
Colombia,COL,2011,28.05921843
Colombia,COL,2012,28.5419904
Colombia,COL,2013,28.36530576
Colombia,COL,2014,28.28037261
Colombia,COL,2015,27.76695215
Colombia,COL,2016,27.34987776
Colombia,COL,2017,26.90621761
Colombia,COL,2018,27.17744027
Colombia,COL,2019,27.88493294
Colombia,COL,2020,28.78956186
Colombia - urban,,1980,31.70408879
Colombia - urban,,1988,30.22322908
Colombia - urban,,1989,29.25219727
Colombia - urban,,1991,29.65759605
Comoros,COM,2004,24.62928629
Comoros,COM,2014,26.61762894
Congo,COG,2005,24.53261605
Congo,COG,2011,28.18401267
Costa Rica,CRI,1981,30.50090719
Costa Rica,CRI,1986,25.17571383
Costa Rica,CRI,1989,27.60304142
Costa Rica,CRI,1990,26.32394208
Costa Rica,CRI,1991,27.9093758
Costa Rica,CRI,1992,26.09437637
Costa Rica,CRI,1993,26.59722765
Costa Rica,CRI,1994,26.35680885
Costa Rica,CRI,1995,26.26333724
Costa Rica,CRI,1996,26.7535844
Costa Rica,CRI,1997,26.87987106
Costa Rica,CRI,1998,25.89702371
Costa Rica,CRI,1999,26.61159705
Costa Rica,CRI,2000,26.91363264
Costa Rica,CRI,2001,27.56704906
Costa Rica,CRI,2002,27.25700513
Costa Rica,CRI,2003,27.26329891
Costa Rica,CRI,2004,26.91090608
Costa Rica,CRI,2005,26.14849411
Costa Rica,CRI,2006,26.09820044
Costa Rica,CRI,2007,25.39112181
Costa Rica,CRI,2008,25.13614494
Costa Rica,CRI,2009,27.20326962
Costa Rica,CRI,2010,25.58671518
Costa Rica,CRI,2011,27.24803988
Costa Rica,CRI,2012,26.77104244
Costa Rica,CRI,2013,26.03891159
Costa Rica,CRI,2014,26.50483088
Costa Rica,CRI,2015,25.51459858
Costa Rica,CRI,2016,26.39739774
Costa Rica,CRI,2017,25.58983887
Costa Rica,CRI,2018,25.97070527
Costa Rica,CRI,2019,25.97021298
Costa Rica,CRI,2020,26.99597023
Cote d'Ivoire,CIV,1985,24.25831276
Cote d'Ivoire,CIV,1986,21.04757775
Cote d'Ivoire,CIV,1987,20.63770834
Cote d'Ivoire,CIV,1988,19.20247976
Cote d'Ivoire,CIV,1992,23.01799263
Cote d'Ivoire,CIV,1995,20.70189303
Cote d'Ivoire,CIV,1998,22.17908923
Cote d'Ivoire,CIV,2002,19.1371827
Cote d'Ivoire,CIV,2008,23.45136359
Cote d'Ivoire,CIV,2015,22.3695775
Cote d'Ivoire,CIV,2018,19.83012139
Croatia,HRV,1998,15.18748391
Croatia,HRV,1999,13.21536621
Croatia,HRV,2000,16.8279248
Croatia,HRV,2001,17.34051758
Croatia,HRV,2004,14.98640009
Croatia,HRV,2008,15.88168153
Croatia,HRV,2009,16.07013488
Croatia,HRV,2010,13.68287628
Croatia,HRV,2011,20.84353705
Croatia,HRV,2012,19.98225876
Croatia,HRV,2013,20.8135901
Croatia,HRV,2014,20.82567303
Croatia,HRV,2015,20.37695285
Croatia,HRV,2016,19.75406242
Croatia,HRV,2017,19.0859468
Croatia,HRV,2018,17.93985035
Croatia,HRV,2019,17.03912885
Cyprus,CYP,2004,14.60506695
Cyprus,CYP,2005,13.84849753
Cyprus,CYP,2006,13.96772736
Cyprus,CYP,2007,14.30002498
Cyprus,CYP,2008,14.97138543
Cyprus,CYP,2009,14.33834468
Cyprus,CYP,2010,14.17908723
Cyprus,CYP,2011,13.59097794
Cyprus,CYP,2012,15.20725851
Cyprus,CYP,2013,15.1225379
Cyprus,CYP,2014,16.42098281
Cyprus,CYP,2015,16.45381286
Cyprus,CYP,2016,15.28336917
Cyprus,CYP,2017,15.61848733
Cyprus,CYP,2018,14.20213938
Cyprus,CYP,2019,14.54051246
Czechia,CZE,1992,6.248565146
Czechia,CZE,1993,7.41208374
Czechia,CZE,1996,10.9990952
Czechia,CZE,2002,12.96936316
Czechia,CZE,2004,13.37702
Czechia,CZE,2005,13.35419567
Czechia,CZE,2006,12.44747868
Czechia,CZE,2007,10.88695265
Czechia,CZE,2008,10.4838488
Czechia,CZE,2009,11.12779758
Czechia,CZE,2010,12.75726811
Czechia,CZE,2011,13.1450055
Czechia,CZE,2012,12.54745634
Czechia,CZE,2013,12.30497101
Czechia,CZE,2014,11.06555033
Czechia,CZE,2015,10.89767635
Czechia,CZE,2016,9.893298951
Czechia,CZE,2017,9.35915896
Czechia,CZE,2018,9.117349517
Czechia,CZE,2019,9.011693576
Democratic Republic of Congo,COD,2004,22.88834847
Democratic Republic of Congo,COD,2012,23.64134082
Denmark,DNK,1987,11.99624018
Denmark,DNK,1992,10.49745243
Denmark,DNK,1995,8.748424996
Denmark,DNK,2000,9.748441946
Denmark,DNK,2003,10.92918143
Denmark,DNK,2004,10.71714272
Denmark,DNK,2005,10.28595345
Denmark,DNK,2006,10.10743714
Denmark,DNK,2007,10.14723208
Denmark,DNK,2008,10.41435499
Denmark,DNK,2009,12.27619899
Denmark,DNK,2010,11.62252911
Denmark,DNK,2011,11.28480195
Denmark,DNK,2012,10.8475829
Denmark,DNK,2013,12.02768615
Denmark,DNK,2014,11.20389757
Denmark,DNK,2015,10.75726647
Denmark,DNK,2016,12.16507282
Denmark,DNK,2017,12.37569245
Denmark,DNK,2018,12.14312959
Denmark,DNK,2019,10.72649379
Djibouti,DJI,2002,22.12843862
Djibouti,DJI,2012,24.75077318
Djibouti,DJI,2013,25.58350316
Djibouti,DJI,2017,23.04542831
Dominican Republic,DOM,1986,28.56371896
Dominican Republic,DOM,1989,28.129375
Dominican Republic,DOM,1992,25.93254883
Dominican Republic,DOM,1996,26.97330961
Dominican Republic,DOM,1997,27.57480586
Dominican Republic,DOM,2000,27.62658899
Dominican Republic,DOM,2001,27.44751831
Dominican Republic,DOM,2002,27.69826877
Dominican Republic,DOM,2003,27.18798345
Dominican Republic,DOM,2004,26.6958128
Dominican Republic,DOM,2005,26.71770636
Dominican Republic,DOM,2006,27.22312988
Dominican Republic,DOM,2007,26.2609773
Dominican Republic,DOM,2008,25.80999053
Dominican Republic,DOM,2009,25.98227074
Dominican Republic,DOM,2010,26.62622527
Dominican Republic,DOM,2011,25.58019444
Dominican Republic,DOM,2012,24.57303667
Dominican Republic,DOM,2013,24.79133958
Dominican Republic,DOM,2014,24.86226077
Dominican Republic,DOM,2015,24.92117087
Dominican Republic,DOM,2016,25.96483444
Dominican Republic,DOM,2017,21.49793839
Dominican Republic,DOM,2018,21.39832977
Dominican Republic,DOM,2019,21.71299005
Dominican Republic,DOM,2020,20.38358699
Ecuador,ECU,1994,27.83187685
Ecuador,ECU,1999,29.05378434
Ecuador,ECU,2000,28.60044172
Ecuador,ECU,2003,28.58042327
Ecuador,ECU,2004,28.43116437
Ecuador,ECU,2005,28.7120002
Ecuador,ECU,2006,27.8054065
Ecuador,ECU,2007,27.42787338
Ecuador,ECU,2008,27.81475324
Ecuador,ECU,2009,26.55273662
Ecuador,ECU,2010,26.61368018
Ecuador,ECU,2011,26.26424835
Ecuador,ECU,2012,27.36395146
Ecuador,ECU,2013,26.45518228
Ecuador,ECU,2014,25.64300409
Ecuador,ECU,2015,25.77531232
Ecuador,ECU,2016,25.39282989
Ecuador,ECU,2017,26.09997105
Ecuador,ECU,2018,26.12852783
Ecuador,ECU,2019,26.51327675
Ecuador,ECU,2020,26.10840316
Ecuador - urban,,1987,29.56942934
Ecuador - urban,,1995,24.79719099
Ecuador - urban,,1998,23.63718643
Egypt,EGY,1990,14.85078125
Egypt,EGY,1995,10.18862793
Egypt,EGY,1999,11.11617676
Egypt,EGY,2004,11.77307858
Egypt,EGY,2008,10.9264934
Egypt,EGY,2010,10.52128724
Egypt,EGY,2012,9.175954972
Egypt,EGY,2015,10.8033403
Egypt,EGY,2017,11.74614464
El Salvador,SLV,1989,30.64352051
El Salvador,SLV,1991,29.69769389
El Salvador,SLV,1995,27.8877486
El Salvador,SLV,1996,28.10060894
El Salvador,SLV,1998,32.2117122
El Salvador,SLV,1999,29.62004987
El Salvador,SLV,2000,29.13691114
El Salvador,SLV,2001,29.58600059
El Salvador,SLV,2002,29.58170837
El Salvador,SLV,2003,29.42409196
El Salvador,SLV,2004,26.36732571
El Salvador,SLV,2005,27.11882799
El Salvador,SLV,2006,25.18625222
El Salvador,SLV,2007,23.44221674
El Salvador,SLV,2008,25.20420406
El Salvador,SLV,2009,25.00873007
El Salvador,SLV,2010,25.01510137
El Salvador,SLV,2011,23.37504899
El Salvador,SLV,2012,23.19220707
El Salvador,SLV,2013,23.52602213
El Salvador,SLV,2014,22.86107286
El Salvador,SLV,2015,21.97576737
El Salvador,SLV,2016,23.37241084
El Salvador,SLV,2017,22.2327001
El Salvador,SLV,2018,22.66916461
El Salvador,SLV,2019,21.77303161
Estonia,EST,1993,21.05071289
Estonia,EST,1995,19.24443359
Estonia,EST,1998,21.05071289
Estonia,EST,2000,19.77887026
Estonia,EST,2001,18.87525207
Estonia,EST,2002,20.02463903
Estonia,EST,2003,19.67753193
Estonia,EST,2004,20.58251138
Estonia,EST,2005,16.06662692
Estonia,EST,2006,15.54790119
Estonia,EST,2007,15.08380622
Estonia,EST,2008,15.28908865
Estonia,EST,2009,16.18327241
Estonia,EST,2010,17.40342343
Estonia,EST,2011,16.40241886
Estonia,EST,2012,16.35570405
Estonia,EST,2013,16.7419284
Estonia,EST,2014,16.57879694
Estonia,EST,2015,15.52431292
Estonia,EST,2016,15.12351254
Estonia,EST,2017,15.43435891
Estonia,EST,2018,15.48169592
Estonia,EST,2019,14.74118537
Eswatini,SWZ,1994,31.30256836
Eswatini,SWZ,2000,22.70635741
Eswatini,SWZ,2009,27.13154135
Eswatini,SWZ,2016,26.65177616
Ethiopia,ETH,1995,17.70134144
Ethiopia,ETH,1999,12.30865073
Ethiopia,ETH,2004,12.28624496
Ethiopia,ETH,2010,15.0880015
Ethiopia,ETH,2015,18.45494706
Ethiopia - rural,,1981,13.5937085
Fiji,FJI,2002,20.44647541
Fiji,FJI,2008,17.66573305
Fiji,FJI,2013,16.25749792
Fiji,FJI,2019,16.25591547
Finland,FIN,1987,8.996595929
Finland,FIN,1991,8.497768501
Finland,FIN,1995,7.988511508
Finland,FIN,2000,11.73806779
Finland,FIN,2003,12.0488198
Finland,FIN,2004,11.72972911
Finland,FIN,2005,11.65031414
Finland,FIN,2006,12.65823694
Finland,FIN,2007,12.57079514
Finland,FIN,2008,11.77824057
Finland,FIN,2009,12.39444249
Finland,FIN,2010,12.44992207
Finland,FIN,2011,12.28918614
Finland,FIN,2012,12.0121565
Finland,FIN,2013,12.59816217
Finland,FIN,2014,12.08609306
Finland,FIN,2015,12.19473342
Finland,FIN,2016,12.19280601
Finland,FIN,2017,12.24828359
Finland,FIN,2018,12.28162963
Finland,FIN,2019,12.98154305
France,FRA,1978,18.98219421
France,FRA,1984,19.74708728
France,FRA,1989,18.24269963
France,FRA,1994,17.24278445
France,FRA,2000,16.99786733
France,FRA,2003,15.54588406
France,FRA,2004,15.57082901
France,FRA,2005,14.82879528
France,FRA,2006,15.8835602
France,FRA,2007,15.59227107
France,FRA,2008,16.88415486
France,FRA,2009,17.27724675
France,FRA,2010,17.21450488
France,FRA,2011,16.2533772
France,FRA,2012,16.77179695
France,FRA,2013,16.12920059
France,FRA,2014,16.74525124
France,FRA,2015,16.99148046
France,FRA,2016,16.7361363
